feature_value,class
-6.388240950429536,3
-0.5113900873459806,1
-1.3162187331663833,1
0.7521102519326439,1
0.21199286814531051,1
-0.49032186405612976,1
-4.0380084752413055,3
0.6908156299545885,1
-8.581984928432234,3
0.01170032923221935,1
2.6177132788690387,2
-0.8846178575349728,3
2.3172479384336384,2
0.282285621099009,3
-4.3489620618208775,3
-0.8951131448668731,1
1.7594729265804296,2
-1.5897059478062938,1
-0.923565902817943,3
-4.210964643305476,3
-6.2726989615297155,3
1.0030360734100336,2
6.339885710944068,2
1.7696015148398765,2
3.8743694729341485,2
0.5027918504595948,1
2.359422716679226,1
1.9192190269581586,2
0.9948344003592529,2
-2.6210587001911985,3
5.641028092024221,2
5.072098718737063,2
-0.09724779673482763,1
-1.0056897751201341,1
-7.160459630425103,3
4.81530550745554,3
3.129452624948474,2
5.014979512296875,2
2.492325395837245,2
-2.0106344727289933,3
5.0347383217817026,2
2.9907845658008956,2
1.4486475431147139,2
3.6964771900649724,2
4.149158218868222,2
2.588756156199217,2
1.8599574426078023,1
3.7808800879874758,2
3.4033967824320417,2
3.0546587262431877,2
-0.7998943712078268,1
1.216553808015219,1
1.6857987692977803,1
-1.6813001685817954,1
0.5340033736448468,1
3.115251891083334,2
2.149243170624554,2
-3.510231566536406,3
5.979348364440435,2
-0.7468237922235971,1
1.0620886896095183,1
-2.603287021119848,3
0.8718959884130633,3
-9.744085858282462,3
0.4141717348683246,1
4.300070880915307,2
0.903990189190256,1
0.48276584987351223,1
5.491889392751945,2
3.1335628102032747,2
-0.4251100741377859,1
0.2942398812670911,1
-0.6263623593077188,1
1.4504346414265037,1
-4.50483519835014,3
-1.1000303423315165,1
-1.2609652698016403,1
2.0801351022673717,3
-5.218458079462824,3
0.8325494108392506,1
0.2504653605094851,1
4.102868618532121,2
2.4722884676328745,3
-9.480196724593196,3
5.032421860882368,2
4.036151656294442,2
2.084707319625828,2
1.061493317038012,2
1.7892328181466857,2
3.8220355484462916,2
1.9786568700778377,2
1.4029544453779539,1
1.4450566995840213,2
4.171582996385661,3
3.0729041635154593,2
0.9474081599523134,3
-1.7855874921721147,3
2.407192040020021,1
0.34000353466174804,3
-0.5010779165998169,1
-1.8491568006898627,3
-0.37287626422174464,1
1.759369014668593,2
-0.4703175501417415,1
-1.8533417031150372,3
-0.8606759385583074,1
-2.9454396263246725,3
-4.589132249768678,3
1.0646167067067578,2
3.825661518265016,2
3.6336640867976158,3
0.912971845491951,1
1.4824891376177,1
5.197210992323588,2
4.829621985717906,2
-0.12905946899171897,1
0.7038897696490253,1
-5.478411084624266,3
-1.7228511391704189,1
-0.40019495498872315,1
-0.17604065048241654,1
0.039169054892517825,1
-0.6609591368407968,1
0.7428177119663782,1
5.361431537243819,2
-1.084824141793552,1
-7.751898420987088,3
-6.207356639284686,3
2.056337230146592,1
2.9393291041864433,2
-6.81834569152724,3
-1.7052397906703698,3
-0.8663693244976226,1
-2.128483684312072,3
-1.983416735014918,3
3.4073653203755097,3
-0.2610075207678944,1
1.6629472670690122,3
2.533821667187994,2
2.065967981705342,1
3.569314540999743,2
-7.046618961355948,3
-0.6706455373451403,3
0.9315555590417415,1
-4.244748335061835,3
-0.1038986398922506,1
-4.952573407763794,3
0.3732582823541492,1
-5.399585298414619,3
2.6330328147695994,2
-1.73976308497655,1
-2.6286633850975507,3
-4.917071917876497,3
-0.6910563031385073,1
-4.156121316880322,3
0.20453221312869677,1
-1.738659418715491,1
-1.6176297888837392,3
5.0587768863404285,2
0.9454839213501685,2
2.9243115081402995,2
0.16723548015466738,2
0.012780861951405154,2
-3.791672893787876,3
0.4907935492826464,1
-7.638301878007736,3
2.698731334738163,2
0.49745693954205894,2
3.588980521838769,2
-0.8020654164126175,1
5.112613394750836,2
3.8136021944366645,2
0.5819070593588681,1
-0.1038507597047104,1
0.23223718334830343,1
2.4842652544962487,2
-0.003041135552628157,1
-2.103147614432995,3
7.442851722070272,2
-4.159806120056228,3
1.5874563221793205,2
-1.1997095829073776,1
3.4766026371595125,2
0.8909156511378068,1
0.08618331873593899,1
-3.1798842047326996,3
-1.0546342124830532,1
0.9737642656977991,1
1.1328621957896627,1
-0.1676908277236131,3
2.302735116961085,2
-0.98796126630124,2
4.363500674011215,2
5.175248779042938,2
-0.9633784128031992,1
-0.6798223981779427,1
-0.6855392945038935,1
-0.7499265552396437,1
-1.385819464017028,3
1.6342944380137414,1
-1.627468801160301,3
0.44553103058391874,1
-5.294956641121138,3
2.978991149750064,2
1.4504293731829168,1
-3.0856461415166625,3
3.6658490844378573,2
0.5956882992087624,1
-1.9836999849793184,1
-5.972544115624727,3
3.077712462771007,2
1.6753905996146603,3
1.9660333617241095,2
2.0386806401774322,1
2.200876370929697,2
-2.3568948358485455,1
1.5534650623915542,2
-0.2952218911903808,3
5.22992347826293,2
2.8748230371968706,2
-5.259327865461321,3
0.568585455208237,3
2.169408700517309,3
-4.66381166175992,3
0.6336316623378587,1
-3.393657642781994,3
-5.0075426027699415,3
-8.262770831103747,3
-0.180887896679637,3
1.2941935599509762,3
-3.557028619927671,3
-5.197812436556971,3
-4.507769190894369,3
-0.03392985907665138,1
1.166351743852891,1
-1.9020650038490117,3
-8.086067951704226,3
0.4702531684052431,1
-0.6763225942437202,1
1.5318388237052911,1
-0.22101802286789507,3
2.7481128390282175,2
0.3654781388763304,3
-6.309599165421327,3
1.1970306000678421,1
-4.252686715701172,3
2.3910805707533025,1
-0.8834225074918651,1
-6.366958438656191,3
-0.9862741611173469,3
2.3609550958474057,2
-1.0834485785068493,1
5.777649472362966,2
5.915916480019535,2
1.1601939304934326,1
-0.8630081798502456,1
0.12716489051626415,1
1.9715863602666053,2
0.655772888009731,1
3.108679057788335,2
2.8125863727273464,2
0.7929863142256419,3
-5.2567729446349,3
4.1536983244293015,2
-6.561376260390666,3
2.9616735852657614,2
-2.924067061381197,2
1.7510307115202144,3
-0.7307925040343145,1
0.9395302929908675,3
-0.36390644470907346,1
2.2976512194487952,3
4.310190682212729,2
-0.34852324443710603,1
-0.26775109724323887,3
1.4643820491514792,1
-0.9335074099402934,3
-3.8754367488578256,3
1.413625134112133,1
0.1495117609180782,1
2.8305146781523383,2
0.11938726628138967,1
-5.704698786443565,3
5.3698035725740585,2
0.7711731439474689,1
2.4436851910548247,2
0.3312544288850772,1
1.0441646110024925,1
6.932015162564969,3
-4.805089666233227,3
-0.9270365993053508,1
2.576840674368984,2
0.47215433470031254,1
3.881264780934746,2
-1.1921821311641767,1
-6.9411200879623385,3
-5.173091741314667,3
-0.37716234051864483,1
0.3056530263829442,2
2.140706557900914,2
-1.9780313529013338,1
2.0684001436565187,2
-0.019550143296246603,3
5.820248499718404,2
0.5383987513181822,1
0.6329984518559502,1
-0.031503073079527155,3
4.591458046911647,2
-0.19828877107211532,1
-1.7547158331681352,3
0.2522225032255711,1
-0.11028985787002421,3
5.666561812596662,2
0.6062034346419596,1
-2.0478949073494066,1
0.06463618697012251,1
2.166628797140388,2
-0.6008511553190697,1
3.698029351040157,3
-2.0962439747199575,2
-0.8553707244289316,1
0.442376801076872,1
-0.5238212150154518,1
1.1082923771544186,2
3.47747465862987,2
0.42861582794447506,1
3.384445854982867,2
-0.705804549339069,3
-5.976032305835885,3
0.18714043479368314,2
-2.626475303136748,3
-1.1978279212186846,3
0.3145681301922471,1
-1.6436081484469847,3
5.657052531938005,2
-0.032351881735473105,1
1.816973146546562,2
-0.3201202780112397,1
-3.1508585753791554,3
-0.4948755535159801,1
3.054056993666775,1
-2.055519132219628,3
2.0943146619142823,2
7.559924172326232,2
0.48665266795943724,1
-2.4956578948016297,1
-0.7415865249230197,1
2.127531450052468,2
-0.005542320143053266,1
4.523153551591273,2
5.3427796187286285,2
-0.06267171681678249,1
-2.3691529412661088,3
3.338367684313072,2
2.7149042594818864,3
2.069042714822321,2
0.44223646000916944,1
-1.4939215482811081,1
-2.7619945049930616,3
-3.24818671760777,3
4.176675989630084,2
0.37971351669296904,1
1.1181132643223053,2
2.6798427116233223,2
-1.4722901761418028,3
-1.448027981472709,2
1.183496094378311,1
0.7728061128884192,2
0.20354603440273777,3
0.0736503351208612,1
2.444753113538771,2
0.21330779159493082,1
4.458742051867279,2
-1.2961771190983424,1
-0.9090525274702904,1
7.564566615683567,2
2.2935818787255116,2
1.9826710529057836,2
-5.188625408651166,3
0.5673128682972369,1
0.1607818765246218,1
-1.1280167600255608,3
0.37139321242858037,1
2.8175348704023286,2
0.15844172124263686,1
0.20709511552895377,2
-4.2161025182472,3
-8.58430553639912,3
-5.924573155285987,3
2.2376241893063282,2
0.3021498159479837,1
-0.34259321486587996,1
1.5064822211246494,3
0.6287720584616383,2
-4.536199443665932,3
-1.6288169758244804,2
-10.092525440571974,3
-3.112317801529083,3
1.325408395503906,1
-0.384288663661088,1
1.0692519884715863,1
0.03903705338415123,1
2.8488381484991616,2
4.060476498964116,2
-0.5623119335003816,1
-0.6717500363585249,3
0.5818381978567171,1
5.612226731481737,2
0.0022357038655915385,1
-1.451109491587642,1
3.951861764175673,2
-4.379430408279421,3
-0.580380477611868,1
1.2529193667671943,1
2.6292264693330862,3
-4.560017622595482,3
-1.1539351044089967,1
-1.2250465806752189,1
3.9780695598689984,2
-0.7175981493827369,1
-0.39119570065581105,1
2.2034856406067655,2
1.339156092225961,1
-5.256021135590962,3
0.8752742210691759,1
-1.1534588297100272,1
2.132039522128939,2
0.6662744484244847,2
-0.4933496809918849,1
-4.535038018080227,3
-0.24112041050174593,2
-3.773826717563429,3
4.239707421658894,2
2.308922428848424,2
-0.566231427893588,1
4.701877554918805,2
1.9266733752109224,2
1.3142936796123517,1
1.6024435343315648,1
0.3144000225048033,1
-0.3108715577915543,1
1.3134187015358936,1
-3.515742940574283,3
0.30510232122604325,1
-0.2653120947270554,1
0.6616822108293618,2
-2.150574608221291,3
0.8373371322931162,1
-1.2492485618968443,1
8.21849716879574,2
-2.541968704699947,3
-5.6178690473505934,3
-3.9412557420995995,3
-2.30914506574236,2
-0.36187946056040293,1
4.171015880806527,2
4.9155289401032345,2
-4.04825278621159,3
1.1906572104828097,3
-2.0103568785716024,1
5.653353622236283,2
-5.295380274618594,3
-2.6639990592075353,3
5.092094623666544,2
-1.0143354445733808,1
-7.678536597529163,3
-4.186200031572352,3
-2.0980638313112703,3
-2.1260363863407474,3
-1.5714467276633248,3
-0.5756414918521218,1
1.0048248926689136,2
-1.8364886757553196,3
-3.212615916428519,3
3.239091393255118,2
-0.36676625644124233,1
-0.8826604509348429,1
1.2578108271380926,2
-6.084116681650182,3
0.5392627037343531,1
1.7508153322573385,1
-0.34102474144207723,1
1.1808579385619868,1
3.865015365182223,2
0.18945289164341172,3
0.8769339173494184,1
4.132541021044178,2
-0.8986004147017663,3
8.347998789894156,2
-2.29327502930563,3
0.4643781962407325,2
1.33676792014718,2
0.1331005246710752,1
1.9985049112349924,1
-7.022071293912974,3
1.7423683376301724,2
0.1370692951462814,1
3.2773593094783275,2
1.7238652852342133,2
4.612606181389959,2
-0.35240256209803145,1
-5.09522368003751,3
-4.413851913649555,3
-1.2155926967420323,1
-0.07461994740352057,1
5.998598829692053,2
3.4422104724880676,2
0.4752867347059808,1
2.5395470313289663,2
-5.536528561802775,3
-2.780695355398464,1
2.009258447802787,2
-4.784420240812988,3
-3.55016430022287,3
-0.3748825669794106,1
-2.5552886835117707,3
0.9434270207104005,1
-0.809581168456693,1
1.7759162030583093,2
1.0300813658403642,2
0.8314837410590683,2
4.22425421236934,2
0.35315207164035917,1
-0.7142909469964613,3
0.2918829464782129,1
-2.2143849801330573,3
-5.1591257623113504,3
-5.483496932839342,3
-0.7148452532106535,1
3.250839507494286,1
-1.004739230306337,3
2.1278938482039518,2
6.000566649777133,2
-0.4748364675631094,3
-0.7362511425681233,3
2.199858398392046,2
0.21217140904732135,1
8.178161308643576,2
-1.1909403180573166,1
0.406347903905751,1
0.40017666728227574,3
-0.9374917435369705,1
-4.047050974745158,3
-0.9610664947392966,1
3.6585045073694635,2
4.573569640831093,2
3.6924452755183235,2
-2.2863836496394505,3
-0.003965491590350201,2
0.21504718078201474,1
-0.056240197435799645,1
1.4668496473536747,1
3.291256238416637,2
-0.07846314913682573,2
3.2171266585377096,2
-4.514005774081749,3
-0.5315124424106983,1
-5.698116101723353,3
1.0120158639998593,2
3.419088296926324,2
-7.31697864104907,3
3.0968592542267444,2
-3.4168395745502322,3
-4.578836312215867,3
3.266461015828084,2
-0.7180926461775751,1
0.3557492571677212,3
-1.0858753155323888,1
-0.3733082461337314,1
4.310613926798064,2
0.16400791869967488,1
-0.04531205065580596,1
-6.164483673000117,3
-4.40968974585728,3
3.941778844779529,2
3.078505000965022,2
3.2320277532167507,2
5.825369280576545,2
-0.5544753628089217,1
1.5392058846292105,2
2.147866686891407,2
8.376169266711996,2
0.04322540131448967,1
-0.44079611927669055,1
-6.4507105828961535,3
-1.5172363554205308,1
3.4534870315864254,2
2.822421049784974,2
0.3301931302146082,1
-5.487866705897436,3
-0.4772412389658246,1
-0.32575300807391994,3
-0.5814889792825002,2
0.7221913604317964,2
4.712990621770721,2
-0.8040018606151085,3
-4.146704143655566,3
-5.0991598393126205,3
0.24189756133186538,1
-9.628632638556656,3
2.8902072025454233,2
0.6247874141765584,1
-0.4176560494024204,3
0.7097910990137684,3
5.133506477926717,2
-2.1167679395572985,1
2.36807821237919,2
-2.0167467330491506,3
-1.2467451915084307,3
-2.2793560533353596,3
0.01803667714314915,1
0.8295486512394135,2
-0.9838220114938235,1
0.648891626895516,1
4.815528463544605,2
2.865313540752272,2
-1.7157079118623553,1
2.4307644385239207,2
-0.17902384455510795,1
0.8956463425121632,1
4.97471028454459,2
0.23814785650287174,1
3.3811629898077316,2
0.03926156457222785,3
-2.5249925982666284,2
0.08527315003502611,2
-0.5538787064982146,1
-0.0928581575729023,1
0.5591806300506241,2
3.352890544252082,2
-0.9471164638987206,3
1.7808007635820722,2
-2.388139352384373,3
-3.9413266040770254,3
-1.2772974929982144,3
-6.1652069834421095,3
-1.699464189313813,3
-2.8989196279855562,3
0.09601154165814321,1
-0.6561442491123664,1
-3.5768426200401424,3
1.3473793431674255,1
5.4201279738907004,2
-0.8245585018562958,3
-10.589687083325868,3
-1.608129398922284,1
4.687950039197587,2
-0.4879544092187409,3
-2.115768406611162,1
-6.405091966162704,3
0.1346242008492837,1
0.2652908110103045,1
-5.73666696855752,3
0.8947262832110058,1
-6.5648763680228175,3
-1.1661648393118182,1
5.659950240764665,2
-4.748229041800471,3
2.717425220606271,2
-0.21352571898632494,1
0.18998121404486623,3
-3.228556227690214,3
-1.1718241758401926,1
1.2276238726436421,3
-2.3164967757375416,3
-4.725460380009538,3
-0.727074108360438,3
2.42088761577717,3
-5.853847666889861,3
2.1385500099168233,3
1.2669546734395287,2
-0.5308875556873032,1
-0.20485642363889386,1
0.9211778470677232,3
4.063549150629139,2
-0.1924468522132422,1
-1.8103228492972778,1
2.1887877129846096,2
0.10916009508268902,1
1.113064250038524,1
-1.6115701234168969,3
0.3723467722482354,3
-4.02455741476476,3
-1.3366705447087754,1
-1.4485173588198776,1
-1.6504889610720743,1
1.294466075961194,2
-1.3805913887357961,1
5.6044776342475515,2
-9.995105004413267,3
0.7350573568584883,1
5.5453686437178105,2
-0.018765729244508922,3
-2.6663754474935644,3
1.2635542786287282,1
3.9776845226991844,2
3.907556215628566,2
-1.2155075808795541,3
0.7014393713599063,1
1.033195954272644,3
0.8883959971859134,2
0.31609039485169244,1
2.2972181541858303,2
-3.797073782114803,3
0.2364565888230554,1
-1.966078599815524,3
-7.41557394104397,3
0.2120713802078188,1
-5.426330695572702,3
6.697455098304627,2
4.2586302171005475,3
3.949190358551698,2
1.155616250590332,1
0.7620331851194909,1
-4.371680296760339,3
-4.15084820247449,3
0.6459914746467469,1
-0.799344636787358,2
-0.45295339985194216,1
-5.004040026178517,3
-0.5177445250994474,1
-3.82530612883617,3
3.7298326684192213,2
3.917218522425668,2
-0.41861664751973104,1
1.1908045541350862,2
1.347212792870479,1
-0.5850719732232808,3
-5.720416947267224,3
-7.451363384702508,3
-3.1854265369318657,3
-2.7956632369044754,3
2.4531201160193805,2
0.8631243178427801,2
-2.406301977014063,3
2.2554188486902365,2
3.3979463137644736,2
3.0502249059483892,2
-1.190160917020656,3
3.0397180586654184,2
-10.194752906901018,3
-1.6613771466092127,3
-0.948665438662122,1
-5.089962736608571,3
-1.4641085473444095,1
7.252303780643318,2
4.756967410862107,2
-9.452518819532653,3
2.3898812967874417,2
4.940145460920368,2
5.191909847266876,2
-0.8767814571900976,3
-0.40640550300251155,1
0.8446567472453502,1
-0.17988294546234115,1
3.3629769920972192,2
-1.1781617611658195,1
-4.792086686641819,3
-0.9976184837918806,1
1.3077852084994235,2
-4.564905109894332,3
-0.3321145221878461,2
-1.2561992557628974,1
-1.8910407975999048,3
-0.26148218554950736,1
-1.3884810309449485,3
2.9824994483148246,2
1.0363293552263364,1
3.6998325863970534,2
-10.825020193868014,3
4.609989840571181,2
4.467193699502609,2
4.284882725398758,2
4.21228582209771,2
-0.4276370968897152,3
1.2807093328515995,2
-0.0388579509293668,1
-11.485539963888858,3
-0.7954186439864815,1
0.15696986129447232,3
1.9352263690368796,1
-0.18556888208835925,1
1.871149754307664,2
1.4100596323244456,1
5.356651778464286,2
0.01979381965015889,1
0.5922070348068439,1
0.6090810575716175,3
-0.42071789817040484,1
9.840983303562632,2
2.948835976270969,3
-0.2772133138131485,3
-2.7269925600298137,3
-0.3008226605066199,1
2.862397039438943,2
7.994555948788814,2
0.7764175464185462,1
1.3089376058940183,2
1.2359881765182712,1
-0.6545590812573121,1
-1.294233851866272,1
2.95572106113297,2
1.053730949881298,1
5.088804060830271,2
4.610761220601111,2
0.11244057837025377,1
-5.487449513541724,3
1.1533757061799756,1
1.8054698022856623,3
0.06731677668727132,2
3.0838264415480188,2
3.160492122362649,2
-0.012812709171856314,1
-4.935673400770274,3
-0.15581528213740847,1
0.9647836062326054,1
-4.830951733884474,3
3.2638505048812196,2
0.6434155858822813,1
0.8466487773095461,3
-5.582089891183788,3
4.233757789666695,2
-3.2503377364060553,3
2.9448866213236444,3
-1.4444067353341872,1
-8.071173867861532,3
0.0839795834562788,1
-7.9745932209887505,3
0.6495577596036552,3
-1.0124285795182106,1
1.6063734704449446,1
-1.4764221779560147,1
1.9104050038697005,2
-7.768784169710182,3
1.5132085659044794,2
5.971982518856702,2
-1.092514799209961,3
5.645132557343951,2
-3.2028231792602293,3
-1.7270626897342307,1
-0.5367474118286311,1
1.6073339678419423,3
-2.4439073318399434,3
4.655750656722051,2
4.158795816210532,2
4.03008720604978,2
-0.28679699553829185,1
-1.012503088647791,2
0.4940173316100908,1
-1.9905066626405536,1
-1.7689889576722764,3
-3.2392899690091554,3
-1.3956373510257034,2
-0.3528340591650456,1
0.78157687340692,2
4.089030436708623,2
0.9865026786815574,1
-5.30281752695539,3
4.328844137435269,2
3.346908085006818,2
0.4378821554234998,1
5.659112809562814,2
6.864692192642421,2
2.4880998965460384,2
-3.0869770319178857,1
-3.9279272319586713,3
-7.978725215853952,3
0.46301963445847694,3
-3.45493024106716,3
1.052932789916085,1
-5.322733610247862,3
2.659365600796029,2
0.12369383816034855,1
-0.49590867736689476,1
0.08872072019447375,2
0.6524405300148852,2
-4.251660916678622,3
2.7245779099452605,2
0.3146244517032005,1
-0.10416866328986157,1
-0.8259377467498976,1
0.49223203259559634,1
-8.1960842832769,3
4.715421571852454,2
0.670034122097672,1
0.6127671836666995,3
-1.1305389056289243,1
0.869719990887977,1
-1.455314986405472,1
1.0537100153901056,1
-2.913844852793981,3
-3.809232850556918,3
-5.084976117337016,3
-2.5523662748263645,3
-0.5825611386184241,1
3.7343516987033407,2
0.10707865784198414,1
-0.2798909777359541,1
-0.5129282259600334,1
-0.6467514006075401,1
-2.233787706922503,3
2.3114568026691416,2
0.8988312915458669,2
4.131552222353693,2
0.6739823863889282,1
-3.4955303163967786,3
-0.9088455128243094,1
2.171272161191144,2
2.7516509986542417,2
-8.410512102523352,3
4.194359620597672,2
0.9065059448907977,2
-5.490121226946216,3
4.316027183371325,2
-5.379841576525745,3
-1.7796859067702178,1
-1.4680260181042224,1
1.9406603431581024,1
-0.1626764639462565,1
-0.7761865335636414,1
-1.1553537706127017,3
-1.7657430753226337,3
2.8274279918048646,2
3.9355200043083887,2
0.44084265884832746,1
1.6566413863648737,1
-3.3910772686990525,3
1.1859543716027237,1
1.2416729604632246,1
-0.8018213910749711,1
0.5225851812069728,1
4.826974982209855,2
-2.6571281726149247,3
0.06750955021869856,1
0.3171196635018944,1
1.6295378924465085,1
-8.288647714693353,3
6.413033478625511,2
5.8810979185314975,2
-1.203054782715059,3
0.5082633102675821,1
-0.03476430159702838,1
-2.4073542648615414,3
1.906001507891665,2
-1.479988405516404,1
0.06737358338614434,1
1.7225557377828165,2
-3.316840960092236,3
0.9995891201394707,2
6.5547920818328524,2
5.399002837359413,2
-1.0656756084223422,3
-2.6031110558806936,3
3.2001016324379563,2
4.468045517784547,2
-1.1846899418575998,1
0.8046289737332744,1
1.2310246194290357,3
2.959765474551594,2
5.598895186041503,2
-3.2128588320238136,3
0.7184374980057947,1
0.6718944861880056,1
-8.542500054676644,3
-0.5890499567270765,1
3.3223408118190423,2
-1.3385625482865582,1
0.6356029176353613,1
-0.7746875228680192,2
-3.1486385763317943,3
-0.0947054660435235,1
3.0559555094736184,2
0.2894126255278288,1
-4.95917083944074,3
1.759859370944848,2
4.632831656942439,2
-0.20219964580264493,3
3.0964037834080593,2
-0.3798408032883116,3
-5.954627134707399,3
0.8838206062376289,1
-1.8183970688050912,1
-1.35404031818861,1
-5.827915397723241,3
0.0697245205857447,1
1.5075923083544824,2
7.030590631647072,2
-7.465706539297447,3
1.4065294953000382,2
5.294924631087495,2
-0.6968918466313694,3
2.1546730103807215,2
2.8678129847687535,2
2.288148864125112,2
1.8628461566657433,2
0.8868231364521392,1
-1.4215744418511176,3
-0.30324974788994097,1
3.2088527422084585,2
-0.18665194280996295,1
-6.671209484365847,3
-3.770234855143209,3
-1.6273431286998803,3
-6.947346633602455,3
1.1039519919875116,1
-0.39643252470306767,1
-0.013231749841655401,1
-1.4150435079825394,3
0.43721339322687625,1
4.10309486618354,2
0.07089805242834324,1
4.468396430860231,2
0.043070262335387036,1
-1.0190323884941375,1
2.5704140830561313,2
-7.754927963509936,3
7.305967105820879,2
5.785686799570464,2
3.146869883069762,2
1.5117184478899222,2
0.4693377498842066,1
6.579746786369136,2
6.350708408701549,2
-0.38442294430350804,1
-0.46053390174972675,2
3.199025070285648,3
1.063151532251583,1
-0.7862543113540472,1
1.0241757559218179,1
0.0781485279860766,1
1.9115568502251141,2
-4.899334035688847,3
-0.6562452250434906,1
2.3696733802534524,2
0.12260614727825976,1
0.5055124947953744,1
0.03184648762929536,1
2.0479788952887317,3
-1.6915291877028606,3
-3.1220974625480538,3
3.1228989359221573,2
5.223205171345828,2
0.4580274344093471,3
0.609064652738522,3
4.2752954817838305,2
-7.161461482876612,3
-0.4100307006948209,1
-5.450674785408422,3
0.5499003191425862,3
-1.7543506114724434,3
1.4436742061999668,2
4.783994705549797,3
-0.2935458771012134,2
2.315465334009212,2
1.2074198614464842,2
-5.11455947341273,3
-10.307972385919392,3
-5.511720464569261,3
-3.3106410912119575,3
2.985916442689998,3
-1.3562019903280278,1
2.839735405270085,2
-0.05491238698574685,2
-0.4160935413640067,1
-1.9065541196771747,3
-1.0045272797123084,3
-0.6378901214041437,3
-2.045145157394063,3
-2.13136627944123,3
0.8787141509488903,2
0.6123881654702843,1
0.26602175929190386,2
-3.3618922182187387,3
5.461272381382222,2
-0.30159238653662745,2
1.1847179994647945,3
-0.38534160666721284,3
-0.9785427538240177,1
-1.3917249851304643,3
-4.54931207534901,3
-2.458941295171015,3
-1.5220601552640625,1
-1.3633932853490895,2
2.2290167349834036,3
-1.2248769445067682,1
3.360006188625242,2
0.9174650566679508,2
-1.2341180316954468,2
-0.5411740312964466,3
1.432515551766965,2
-1.9450102706106596,3
-1.6546655525113512,3
-0.04628501538582784,1
0.9643618759904599,1
1.4232335386896362,1
-0.4233831172991565,1
-3.9213200576796687,3
1.3588057096430086,2
-2.14018342154255,3
0.23049130719107916,1
0.8620625016625239,2
2.604201389578257,2
2.2403159773451575,1
-4.127875579470913,3
5.612910737881748,2
3.023681233602567,2
0.583108258005853,1
1.2427711061474547,1
-7.639235376170112,3
-3.447818981932692,3
-0.7315593754680566,1
-3.047303690796278,3
3.8127615098986807,2
1.0614026626462378,1
1.2519225103553913,2
-5.448238752939979,3
-5.47507019860292,3
-0.15092278438490547,3
1.0385022788343858,2
-0.5534481726571991,2
-2.821969589312071,3
0.2266217056839066,3
1.5452575148917862,2
6.658831306518939,2
7.381348936609775,2
1.8191316999507718,2
-5.614400584973499,3
1.4544307769021276,2
1.867353806500735,2
-1.5887437861573728,3
-1.4077838877624749,1
-2.606514007788946,2
5.110198218726785,2
-1.1482268207878619,3
0.5648699466101046,1
1.1430930511132873,2
3.1192406811275974,1
-0.37322444548254774,3
-4.843651759741695,3
0.9892520039806632,1
1.8268267477794673,1
2.7349985579924505,2
0.9852418113321373,3
2.3492717937187333,3
-0.12237545228727281,1
6.668480442549943,2
-0.8182329369926243,1
1.5174571424255863,3
1.1659107443582737,1
3.147390641409033,2
1.1507236852745835,2
1.9790539801775744,2
2.772431426266972,2
1.8153478229733349,1
-6.968977484095524,3
2.455234636717666,2
-1.1065009456405441,3
1.4161457250506224,3
